Group,n_shipped,n_parent,bgg_matches,n_eligible_sat,max_dmag_shipped,n_dmag_gt3,expected_objids,shipped_objids,quartet_set_changed,not_3_nearest_eligible,n_ineligible_closer,dist2bgg_recompute_max_err
191,4,36,True,17,2.0467270000000006,0,1237658800967254132;1237658800967254171;1237658800967188592,1237658800967188592;1237658800967254132;1237658800967254171,False,False,0,0.18138826666640195
200,4,35,True,20,1.9605110000000003,0,1237665023836880982;1237665023836881158;1237665023836881029,1237665023836881029;1237665023836881158;1237665023836880982,False,False,2,0.2902604096751551
202,4,35,True,23,2.8578089999999996,0,1237665427567673463;1237665427567673685;1237665427567673643,1237665427567673463;1237665427567673643;1237665427567673685,False,False,4,0.12497019348214611
213,4,34,True,9,1.0516039999999975,0,1237668298739482674;1237668298739482675;1237668298739548227,1237668298739482674;1237668298739482675;1237668298739548227,False,False,9,1.1519994895136705
214,4,34,True,10,2.5894890000000004,0,1237655348895351215;1237655348895416475;1237655348895416498,1237655348895416475;1237655348895416498;1237655348895351215,False,False,2,0.2431530329720042
224,4,33,True,14,1.566039,0,1237667322179616901;1237667322179682330;1237667429571231828,1237667322179682330;1237667322179616901;1237667429571231828,False,False,8,0.46808299240576545
226,4,33,True,15,2.9895460000000007,0,1237661850399473802;1237661850399473791;1237661871870509192,1237661850399473791;1237661871870509192;1237661850399473802,False,False,1,0.09902538238122993
227,4,33,True,20,2.9020759999999974,0,1237661064956280854;1237661064956280858;1237661064956215526,1237661064956280854;1237661064956215526;1237661064956280858,False,False,0,0.10208401948497059
229,4,33,True,25,2.5601139999999987,0,1237651752929853497;1237651752929853592;1237651752929788028,1237651752929853497;1237651752929788028;1237651752929853592,False,False,3,0.29674632960079883
242,4,32,True,13,2.686305000000001,0,1237671991875600389;1237661971730333720;1237661971730333900,1237661971730333720;1237671991875600389;1237661971730333900,False,False,2,0.31447048751677187
243,4,32,True,9,2.612279000000001,0,1237665440998031805;1237665428108935403;1237665428108935458,1237665428108935458;1237665428108935403;1237665440998031805,False,False,11,0.4190878653723136
244,4,32,True,21,2.8304329999999993,0,1237667447802429720;1237667447802429774;1237667447802364057,1237667447802429720;1237667447802429774;1237667447802364057,False,False,4,0.35188603585488654
260,4,31,True,15,2.8557679999999976,0,1237660342862938125;1237660342862872624;1237660342862938375,1237660342862872624;1237660342862938375;1237660342862938125,False,False,4,0.17251869648661522
273,4,30,True,15,2.8878500000000003,0,1237664671645237313;1237664671645171895;1237664671645171915,1237664671645171895;1237664671645171915;1237664671645237313,False,False,1,0.2888678269240703
286,4,29,True,12,1.914356999999999,0,1237651822716518782;1237651822716518783;1237654880207765798,1237651822716518782;1237651822716518783;1237654880207765798,False,False,3,0.4107585889527847
288,4,29,True,17,2.433879000000001,0,1237661949200433494;1237662198821683697;1237662198821748956,1237662198821748956;1237661949200433494;1237662198821683697,False,False,2,0.515692037003106
290,4,29,True,12,2.812894,0,1237663916267536476;1237663916267536572;1237663786883350690,1237663786883350690;1237663916267536476;1237663916267536572,False,False,9,0.3091538047469662
291,4,29,True,17,2.797618,0,1237662266463486059;1237662266463486072;1237662266463551701,1237662266463486072;1237662266463486059;1237662266463551701,False,False,3,0.19365577881935447
292,4,29,True,14,2.3419419999999995,0,1237668331491819554;1237668331491819552;1237668331491819768,1237668331491819552;1237668331491819554;1237668331491819768,False,False,2,0.11649830525820049
293,4,29,True,14,2.0539000000000023,0,1237662238014439591;1237662238014439648;1237662238014308394,1237662238014308394;1237662238014439648;1237662238014439591,False,False,7,0.5165331665232014
